# Auto-generated from s1disasm REV00 listing — do not edit
01052C,loc_1052C,
010548,type07,
01055E,loc_1055E,
010578,locret_10578,
01057A,type0C,
010598,loc_10598,
0105A2,loc_105A2,
0105B4,loc_105B4,
0105C0,loc_105C0,
0105DC,type0D,
0105F8,loc_105F8,
010606,wtf,
010618,loc_10618,
010624,loc_10624,
010640,type08,
010652,type09,
010662,type0A,
010672,type0B,
010680,square,
01068E,loc_1068E,
0106AE,loc_106AE,
0106CC,loc_106CC,
0106EA,loc_106EA,
010700,Map_FBlock,Map_FBlock_internal / current_mappings_table
010710,syz1x1,
010716,syz2x2,
01072B,syz1x2,
010736,syzrect2x2,
01074B,syzrect1x3,
01075B,slz,
010761,lzvert,
01076C,lzhoriz,
010782,SpikeBall,
010790,SBall_Index,
010796,SBall_Main,
0107E8,notlz,
01082E,makechain,
010890,notlzagain,
010894,fail,
0108B6,SBall_Move,
0108BE,movesub,
0108E0,loop,
010910,chkdel,
010932,delete,
01093A,deleteloop,
010952,SBall_Display,
010956,Map_SBall,Map_SBall_internal / current_mappings_table
010958,f0,
01095E,Map_SBall2,Map_SBall2_internal / current_mappings_table
010964,chain,
01096A,spikeball,
010970,base,
010976,BigSpikeBall,
010984,BBall_Index,
010988,BBall_Main,
0109E2,BBall_Move,
010A18,index,
010A20,type00,
010A22,type01,
010A38,noflip1,
010A44,type02,
010A5C,noflip2,
010A68,type03,
010AA0,Map_BBall,Map_BBall_internal / current_mappings_table
010AA6,ball,
010AC0,chain,
010AC6,anchor,
010AD2,Elevator,
010B02,Elev_Index,
010B0A,Elev_Var1,
010B0C,Elev_Var2,
010B2A,Elev_Main,
010B4E,normal,
010BA2,Elev_Platform,
010BB2,Elev_Action,
010BD4,deleted,
010BD6,Elev_Types,
010BEA,index,
010BFE,type00,
010C00,type01,
010C0C,notstanding,
010C0E,type02,
010C22,type04,
010C34,type06,
010C56,type08,
010C78,type09,
010C94,typereset,
010CAE,delete,
010CB2,Elev_Move,
010CC8,loc_10CC8,
010CD0,loc_10CD0,
010CF0,loc_10CF0,
010CFA,locret_10CFA,
010CFC,Elev_MakeMulti,
010D26,chkdel,
010D48,Map_Elev,Map_Elev_internal / current_mappings_table
010D4A,elevator,
010D5A,CirclingPlatform,
010D8A,Circ_Index,
010D90,Circ_Main,
010DC0,Circ_Platform,
010DD0,Circ_Action,
010DEC,Circ_Types,
010E00,index,
010E04,type00,
010E24,noshift00a,
010E30,noshift00b,
010E42,type04,
010E62,noshift04a,
010E6E,noshift04b,
010E82,Map_Circ,Map_Circ_internal / current_mappings_table
010E84,platform,
010E90,Staircase,
010EC0,Stair_Index,
010EC6,Stair_Main,
010EDA,notflipped,
010EE4,loop,
010EF2,makeblocks,
010F46,fail,Stair_Move
010F5A,Stair_Solid,
010F92,loc_10F92,
010FA0,locret_10FA0,
010FA2,Stair_TypeIndex,
010FAA,Stair_Type00,
010FBE,locret_10FBE,
010FC0,loc_10FC0,
010FCC,Stair_Type02,
010FDE,locret_10FDE,
010FE0,loc_10FE0,
010FEC,loc_10FEC,
011010,Stair_Type01,
011038,locret_11038,
01103C,Map_Stair,Map_Stair_internal / current_mappings_table
01103E,block,
011044,Pylon,
011052,Pyl_Index,
011056,Pyl_Main,
01106E,Pyl_Display,
011096,Map_Pylon,Map_Pylon_internal / current_mappings_table
011098,pylon,
0110C6,WaterSurface,
0110D4,Surf_Index,
0110D8,Surf_Main,
0110FC,Surf_Action,
01113A,stopped,
01114A,animate,
011168,display,
01116C,Map_Surf,Map_Surf_internal / current_mappings_table
011178,normal1,
011188,normal2,
011198,normal3,
0111A8,paused1,
0111C7,paused2,
0111E6,paused3,
011206,Pole,
011214,Pole_Index,
01121A,Pole_Main,
011252,Pole_Action,
01126C,moveup,
01128E,movedown,
0112A8,letgo,
0112B2,release,
0112C8,grab,
01131E,Pole_Display,
011322,Map_Pole,Map_Pole_internal / current_mappings_table
011326,normal,
011331,broken,
011346,FlapDoor,
011354,Flap_Index,
011358,Flap_Main,
011384,Flap_OpenClose,
0113A6,wait,nosound
0113DE,display,
0113E2,Ani_Flap,
0113E6,opening,
0113EC,closing,
0113F2,Map_Flap,Map_Flap_internal / current_mappings_table
0113F8,closed,
011403,halfway,
01140E,open,
01141A,Invisibarrier,
011428,Invis_Index,
01142C,Invis_Main,
011464,Invis_Solid,
011486,chkdel,
0114AE,nodisplay,
0114B0,delete,
0114B6,Map_Invis,Map_Invis_internal / current_mappings_table
0114BC,solid,
0114D1,unused1,
0114E6,unused2,
0114FC,Fan,
01150A,Fan_Index,
01150E,Fan_Main,
011532,Fan_Delay,
011554,blow,
011572,chksonic,
01159A,faraway,
0115A8,right,
0115B6,movesonic,
0115BA,animate,
0115D8,noreset,
0115E4,noflip,
0115EC,chkdel,
011610,Map_Fan,Map_Fan_internal / current_mappings_table
01161A,fan1,
011625,fan2,
011630,fan3,
01163C,Seesaw,
011670,See_Index,
01167C,See_Main,
0116D2,noball,
0116E0,noflip,
0116E6,See_Slope,
011702,notflat,
011718,See_Slope2,
011730,notflat,
01174A,See_ChkSide,
01175E,leftside,
011766,See_ChgFrame,
011772,loc_11772,
011790,noflip,
011792,See_Spikeball,
0117E8,See_MoveSpike,
0117FC,loc_117FC,
011822,loc_11822,
011838,loc_11838,
01183E,loc_1183E,
01185C,loc_1185C,
01187C,See_SpikeFall,
011898,locret_11898,
01189A,loc_1189A,
0118BA,loc_118BA,
0118D8,See_Spring,
01192C,loc_1192C,
011938,locret_11938,
01193A,See_Speeds,
011944,See_DataSlope,
011974,See_DataFlat,
0119A4,Map_Seesaw,Map_Seesaw_internal / current_mappings_table
0119AC,sloping,
0119D0,flat,
0119E6,Map_SSawBall,Map_SSawBall_internal / current_mappings_table
0119EA,red,
0119F0,silver,
0119F6,Bomb,
011A04,Bom_Index,
011A0C,Bom_Main,
011A3C,loc_11A3C,
011A48,Bom_Action,
011A64,index,
011A6A,walk,
011A96,noflip,
011A98,wait,
011AA8,stopwalking,
011ABE,explode,
011AD0,noexplode,
011AD2,chksonic,
011ADE,isleft,
011AF0,isabove,
011B54,normal,
011B5E,outofrange,
011B60,Bom_Display,
011B70,loc_11B70,
011B7C,loc_11B7C,
011B96,loop,
011B9C,makeshrapnel,
011BCE,fail,
011BD8,Bom_End,
011BF8,Bom_ShrSpeed,
011C08,Ani_Bomb,
011C12,stand,
011C16,walk,
011C1C,activated,
011C20,fuse,
011C24,shrapnel,
011C28,Map_Bomb,Map_Bomb_internal / current_mappings_table
011C40,stand1,
011C50,stand2,
011C60,walk1,
011C70,walk2,
011C80,walk3,
011C90,walk4,
011CA0,activate1,
011CAB,activate2,
011CB6,fuse1,
011CBC,fuse2,
011CC2,shrapnel1,
011CC8,shrapnel2,
011CCE,Orbinaut,
011CDC,Orb_Index,
011CE6,Orb_Main,
011D02,isscrap,
011D10,notlabyrinth,
011D34,makesatellites,
011D90,fail,
011D9C,noflip,
011DBC,noflip2,
011DBE,Orb_ChkSonic,
011DCA,isright,
011DDC,isabove,
011DEE,animate,
011DFC,Orb_Display,
011E00,Orb_ChkDel,
011E22,chkgone,
011E34,loc_11E34,
011E40,loc_11E40,
011E56,Orb_Delete,
011E5A,Orb_MoveOrb,
011E86,fire,
011E98,noflip,
011E9C,circle,
011EC6,Orb_ChkDel2,
011ED6,Ani_Orb,
011EDA,normal,
011EDE,angers,
011EE4,Map_Orb,Map_Orb_internal / current_mappings_table
011EEC,normal,
011EF2,medium,
011EF8,angry,
011EFE,spikeball,
011F04,Harpoon,
011F12,Harp_Index,
011F18,Harp_Main,
011F48,Harp_Move,
011F62,types,
011F68,Harp_Wait,
011F7E,chkdel,
011F82,Ani_Harp,
011F8A,h_extending,
011F8E,h_retracting,
011F92,v_extending,
011F96,v_retracting,
011F9A,Map_Harp,Map_Harp_internal / current_mappings_table
011FA6,h_retracted,
011FAC,h_middle,
011FB2,h_extended,
011FBD,v_retracted,
011FC3,v_middle,
011FC9,v_extended,
011FD4,LabyrinthBlock,
011FE2,LBlk_Index,
011FE6,LBlk_Var,
011FEE,LBlk_Main,
01204C,LBlk_Action,
01208C,chkdel,
0120AE,index,
0120BE,type00,
0120C0,type01,type03
0120D4,donothing01,
0120D6,wait01,
0120E6,type02,type06
012106,nofloor02,
012108,type04,
012126,noceiling04,
012128,type05,
012138,notouch05,
01213A,type07,
01214E,loc_1214E,
012160,noceiling07,
012162,fall07,
01216A,loc_1216A,
01217E,stop07,
012180,loc_12180,
01219A,loc_1219A,
0121A6,loc_121A6,
0121C0,locret_121C0,
0121C2,Map_LBlock,Map_LBlock_internal / current_mappings_table
0121CA,sinkblock,
0121D0,riseplatform,
0121DB,cork,
0121E1,block,
0121E8,Gargoyle,
0121FA,Gar_Index,
012202,Gar_SpitRate,
01220A,Gar_Main,
012248,Gar_MakeFire,
012282,nofire,
012284,Gar_FireBall,
0122D6,noflip,
0122E0,Gar_AniFire,
0122F0,nochg,
01230A,isright,
012318,Map_Gar,Map_Gar_internal / current_mappings_table
012320,head,
012330,fireball1,
012336,fireball2,
01233C,LabyrinthConvey,
012366,LCon_Display,
01236A,loc_1236A,
012378,loc_12378,
012392,LCon_Index,
01239A,LCon_Main,
0123E2,loc_123E2,
012448,loc_12448,
01244C,loc_1244C,
012460,loc_12460,
012490,LCon_Loop,
012496,LCon_MakePtfms,
0124AA,loc_124AA,
0124B2,loc_124B2,
0124C2,loc_124C2,
0124DE,loc_124DE,
0124F2,loc_124F2,
0124FC,loc_124FC,
012502,sub_12502,
012520,loc_12520,
012534,loc_12534,
012552,loc_12552,
01256A,loc_1256A,
012570,LCon_ChangeDir,
012584,loc_12584,
012598,loc_12598,
0125AE,loc_125AE,
0125C2,loc_125C2,
0125D4,loc_125D4,
0125E8,Format,LCon_Data
0125F4,group0,baseX_0 / baseY_0
012610,group1,baseX_1 / baseY_1
012628,group2,baseX_2 / baseY_2
01263C,group3,baseX_3 / baseY_3
012650,group4,baseX_4 / baseY_4
012668,group5,baseX_5 / baseY_5
01267C,Map_LConv,Map_LConv_internal / current_mappings_table
012686,wheel1,
01268C,wheel2,
012692,wheel3,
012698,wheel4,
01269E,platform,
0126A4,Bubble,
0126B2,Bub_Index,
0126BE,Bub_Main,
012702,bubble,
01271C,Bub_Animate,
012736,Bub_ChkWater,
012740,burst,
01274E,wobble,
0127DA,display,
0127EA,delete,
0127F0,Bub_Display,
012808,delete,
01280E,Bub_Delete,
012812,Bub_BblMaker,
01283A,tryagain,
012872,loc_12872,
012874,loc_12874,
01287C,loc_1287C,
0128E4,loc_buh,
0128F8,fail,
012914,loc_12914,
012920,chkdel,
01294C,Bub_BblTypes,
01295E,Bub_ChkSonic,
012998,loc_12998,
01299C,Ani_Bub,
0129AA,small,
0129B0,medium,
0129B6,large,
0129BE,incroutine,
0129C0,burst,
0129C6,bubmaker,
0129CC,Map_Bub,Map_Bub_internal / current_mappings_table
0129FA,bubble1,
012A00,bubble2,
012A06,bubble3,
012A0C,bubble4,
012A12,bubble5,
012A18,bubble6,
012A1E,bubblefull,
012A24,burst1,
012A39,burst2,
012A4E,zero_sm,
012A54,five_sm,
012A5A,three_sm,
012A60,one_sm,
012A66,zero,
012A6C,five,
012A72,four,
012A78,three,
012A7E,two,
012A84,one,
012A8A,bubmaker1,
012A90,bubmaker2,
012A96,bubmaker3,
012A9C,blank,
012A9E,Waterfall,
012AAC,WFall_Index,
012AB6,WFall_Main,
012AE6,under80,
012B0A,not49,
012B18,WFall_Animate,
012B24,WFall_ChkDel,
012B28,WFall_OnWater,
012B36,loc_12B36,
012B4A,animate,
012B4C,Ani_WFall,
012B4E,splash,
012B54,Map_WFall,Map_WFall_internal / current_mappings_table
012B6C,vertnarrow,
012B72,cornerwide,
012B7D,cornermedium,
012B88,cornernarrow,
012B8E,cornermedium2,
012B99,cornernarrow2,
012B9F,cornernarrow3,
012BA5,vertwide,
012BAB,diagonal,
012BB6,splash1,
012BC1,splash2,
012BCC,splash3,
012BD8,Obj01,SonicPlayer
012BE4,Obj01_Normal,Sonic_Normal
012BF2,Obj01_Index,Sonic_Index
012BFC,Obj01_Main,Sonic_Main
012C3E,Obj01_Control,Sonic_Control
012C58,nodebug,
012C64,ignorecontrols,
012C7E,ignoremodes,
012CA6,nowindtunnel,
012CB6,ignoreobjcoll,
012CC0,Obj01_Modes,Sonic_Modes
012CC8,MusicList2,
012CCE,_end,Sonic_Display
012CDC,display,
012CE2,chkinvincible,
012D12,music,
012D22,removeinvincible,
012D28,chkshoes,
012D5C,exit,
012D5E,Sonic_RecordPos,Sonic_RecordPosition
012D78,Sonic_Water,
012D80,exit,
012D82,Obj01_InWater,islabyrinth
012DD4,Obj01_OutWater,abovewater
012E0E,belowmaxspeed,
012E18,Obj01_MdNormal,Sonic_MdNormal
012E3C,Obj01_MdJump,Sonic_MdJump
012E5C,notunderwater,
012E66,Obj01_MdRoll,Sonic_MdRoll
012E86,Obj01_MdJump2,Sonic_MdJump2
012EA6,notunderwater,
012EB0,Sonic_Move,
012ED8,notleft,
012EE4,notright,
012F46,Sonic_Balance,
012F5A,loc_12F5A,
012F62,loc_12F62,
012F6A,loc_12F6A,
012F70,loc_12F70,
012F78,Sonic_LookUp,
012F94,Sonic_Duck,
012FB0,Sonic_ResetScr,
012FBE,loc_12FBE,
012FC2,loc_12FC2,
012FDC,loc_12FDC,
012FE2,loc_12FE2,
012FEA,loc_12FEA,
012FEE,loc_12FEE,
01300C,loc_1300C,
013024,loc_13024,
013060,loc_13060,
013066,loc_13066,
013078,loc_13078,
01307C,locret_1307C,
01307E,Sonic_MoveLeft,
013086,loc_13086,
01309A,loc_1309A,
0130A6,loc_130A6,
0130B2,loc_130B2,
0130BA,loc_130BA,
0130E8,locret_130E8,
0130EA,Sonic_MoveRight,
013104,loc_13104,
01310C,loc_1310C,
013118,loc_13118,
013120,loc_13120,
01314E,locret_1314E,
013150,Sonic_RollSpeed,
01317C,notleft,
013188,notright,
013198,loc_13198,
01319E,loc_1319E,
0131A6,loc_131A6,
0131AA,loc_131AA,
0131CC,loc_131CC,
0131F0,loc_131F0,
0131FA,loc_131FA,
013202,Sonic_RollLeft,
01320A,loc_1320A,
013218,loc_13218,
013220,loc_13220,
013226,Sonic_RollRight,
01323A,loc_1323A,
013242,loc_13242,
013248,Sonic_JumpDirection,
013278,loc_13278,
01328E,Obj01_JumpMove,
013292,Obj01_ResetScr2,
0132A0,loc_132A0,
0132A4,loc_132A4,
0132C0,loc_132C0,
0132C6,loc_132C6,
0132CE,loc_132CE,
0132D2,locret_132D2,
0132D4,Sonic_SquashUnused,
013302,return,
013304,Sonic_LevelBound,
013332,screenlocked,
013336,chkbottom,
013346,bottom,
01336C,sides,
013384,Sonic_Roll,
013392,ispositive,
0133AA,noroll,
0133AC,Sonic_ChkRoll,
0133B6,roll,
0133E8,ismoving,
0133EA,Sonic_Jump,
01341C,notunderwater,
01348E,return,
013490,rolljump,
013498,Sonic_JumpHeight,
0134AE,notunderwater,
0134C2,return,
0134C4,capyvel,
0134D2,return2,
0134D4,Sonic_SlopeResist,
013502,locret_13502,
013504,loc_13504,
013508,locret_13508,
01350A,Sonic_RollRepel,
013534,loc_13534,
01353A,loc_1353A,
013540,loc_13540,
013544,locret_13544,
013546,Sonic_SlopeRepel,
01356A,loc_1356A,
013580,locret_13580,
013582,loc_13582,
013588,Sonic_JumpAngle,
013596,dontclear,
013598,decrease,
01359E,applyangle,
0135A2,return,
0135A4,Sonic_Floor,
0135F0,loc_135F0,
013602,loc_13602,
01361E,loc_1361E,
01364E,loc_1364E,
01365C,loc_1365C,
013670,loc_13670,
01367E,locret_1367E,
013680,loc_13680,
01369A,loc_1369A,
0136B2,locret_136B2,
0136B4,loc_136B4,
0136E0,locret_136E0,
0136E2,loc_136E2,
0136F4,loc_136F4,
013706,loc_13706,
013726,loc_13726,
01373C,locret_1373C,
01373E,loc_1373E,
013758,loc_13758,
013770,locret_13770,
013772,loc_13772,
01379E,locret_1379E,
0137A0,Sonic_ResetOnFloor,
0137AE,notrolljump,
0137E4,notball,
0137F2,Obj01_Hurt,Sonic_Hurt
01380C,notunderwater,
013826,Sonic_HurtStop,
013860,locret_13860,
013862,Obj01_Death,Sonic_Death
01387E,GameOver,
0138C2,loc_138C2,
0138D4,loc_138D4,
013900,locret_13900,
013902,Obj01_ResetLevel,Sonic_ResetLevel
013914,return,
013916,Sonic_Loops,
013926,isstarlight,
013966,chkifinair,
013976,chkifleft,
013988,chkifright,
013996,chkangle1,
0139B2,chkangle2,
0139C2,noloops,done
0139C4,Sonic_Animate,
0139E6,SAnim_Do,do
013A0C,SAnim_Do2,loadframe
013A18,SAnim_Next,next
013A20,SAnim_Delay,delay
013A22,SAnim_End_FF,end_FF
013A32,end_FE,
013A46,SAnim_End_FD,end_FD
013A50,SAnim_End,
013A52,SAnim_WalkRun,walkrunroll
013A70,flip,
013A78,noinvert,
013A9C,nomodspeed,
013AB4,running,
013AC2,belowmax,
013AD2,SAnim_RollJump,rolljump
013ADE,nomodspeed2,
013AF0,rollfast,
013AFA,belowmax2,
013B16,SAnim_Push,push
013B1E,negspeed,
013B26,belowmax3,
013B48,Ani_Sonic,ptr_Walk
013B4A,ptr_Run,
013B4C,ptr_Roll,
013B4E,ptr_Roll2,
013B50,ptr_Push,
013B52,ptr_Wait,
013B54,ptr_Balance,
013B56,ptr_LookUp,
013B58,ptr_Duck,
013B5A,ptr_Warp1,
013B5C,ptr_Warp2,
013B5E,ptr_Warp3,
013B60,ptr_Warp4,
013B62,ptr_Stop,
013B64,ptr_Float1,
013B66,ptr_Float2,
013B68,ptr_Spring,
013B6A,ptr_Hang,
013B6C,ptr_Leap1,
013B6E,ptr_Leap2,
013B70,ptr_Surf,
013B72,ptr_GetAir,
013B74,ptr_Burnt,
013B76,ptr_Drown,
013B78,ptr_Death,
013B7A,ptr_Shrink,
013B7C,ptr_Hurt,
013B7E,ptr_WaterSlide,
013B80,ptr_Null,
013B82,ptr_Float3,
013B84,ptr_Float4,
013B86,SonAni_Walk,
013B8E,SonAni_Run,
013B96,SonAni_Roll,
013B9E,SonAni_Roll2,
013BA6,SonAni_Push,
013BAE,SonAni_Wait,
013BC4,SonAni_Balance,
013BC8,SonAni_LookUp,
013BCC,SonAni_Duck,
013BD0,SonAni_Warp1,
013BD4,SonAni_Warp2,
013BD8,SonAni_Warp3,
013BDC,SonAni_Warp4,
013BE0,SonAni_Stop,
013BE4,SonAni_Float1,
013BE8,SonAni_Float2,
013BF0,SonAni_Spring,
013BF4,SonAni_Hang,
013BF8,SonAni_Leap1,
013BFE,SonAni_Leap2,
013C04,SonAni_Surf,
013C08,SonAni_GetAir,
013C10,SonAni_Burnt,
013C14,SonAni_Drown,
013C18,SonAni_Death,
013C1C,SonAni_Shrink,
013C26,SonAni_Hurt,
013C2A,SonAni_WaterSlide,
013C2E,SonAni_Null,
013C32,SonAni_Float3,
013C3A,SonAni_Float4,
013C3E,id_Walk,id_Run / id_Roll / id_Roll2 / id_Push / id_Wait / id_Balance / id_LookUp / id_Duck / id_Warp1 / id_Warp2 / id_Warp3 / id_Warp4 / id_Stop / id_Float1 / id_Float2 / id_Spring / id_Hang / id_Leap1 / id_Leap2 / id_Surf / id_GetAir / id_Burnt / id_Drown / id_Death / id_Shrink / id_Hurt / id_WaterSlide / id_Null / id_Float3 / id_Float4 / LoadSonicDynPLC / Sonic_LoadGfx
013C6C,SPLC_ReadEntry,readentry
013C82,SPLC_LoadTile,loadtile
013C96,nochange,
013C98,DrownCount,
013CA6,Drown_Index,ptr_Drown_Main
013CA8,ptr_Drown_Animate,
013CAA,ptr_Drown_ChkWater,
013CAC,ptr_Drown_Display,
013CAE,ptr_Drown_Delete,
013CB0,ptr_Drown_Countdown,
013CB2,ptr_Drown_AirLeft,
013CB8,Drown_Main,
013D00,smallbubble,
013D10,Drown_Animate,
013D1C,Drown_ChkWater,
013D3A,wobble,
013D44,notunnel,
013D78,delete,
013D7E,Drown_Display,
013D92,Drown_Delete,
013D98,Drown_AirLeft,
013DB2,display,
013DCA,Drown_AirLeft_Delete,
013DD0,Drown_ShowNumber,
013E1A,nonumber,
013E1C,Drown_WobbleData,
013E9C,Drown_Countdown,
013F02,skipmusic,
013F16,warnsound,
013F20,reduceair,
013F86,loc_13F86,
013F94,loc_13F94,
013FAA,gotomakenum,
013FAC,nochange,
013FBC,makenum,
013FF2,noflip,
01403E,loc_1403E,
01406A,loc_1406A,
014082,loc_14082,
01408C,nocountdown,
01408E,ResumeMusic,
0140A6,notsbz,
0140AC,over12,
0140B8,Ani_Drown,
0140D6,zeroappear,
0140E0,oneappear,
0140EA,twoappear,
0140F4,threeappear,
0140FE,fourappear,
014108,fiveappear,
014112,smallbubble,
014118,zeroflash,
014120,oneflash,
014128,twoflash,
014130,threeflash,
014138,fourflash,
014140,fiveflash,
014148,blank,
01414A,mediumbubble,
014150,Map_Drown,Map_Drown_internal / current_mappings_table
014152,num,
014158,ShieldItem,
014166,Shi_Index,
01416C,Shi_Main,
014198,stars,
0141A4,Shi_Shield,
0141D4,remove,
0141D6,delete,
0141DC,Shi_Stars,
0141EE,trail_unused,
014206,trail,
01424E,Shi_Start_Delete,
014254,VanishSonic,
014262,Van_Index,
014268,Van_Main,
014270,isempty,
01429A,Van_RmvSonic,
0142D6,display,
0142DC,Van_LoadSonic,
0142EE,wait,
0142F0,Splash,
0142FE,Spla_Index,
014304,Spla_Main,
01432E,Spla_Display,
014346,Spla_Delete,
01434C,Ani_Shield,
014356,shield,
01435E,stars1,
014364,stars2,
01437E,stars3,
014398,stars4,
0143B2,Map_Shield,Map_Shield_internal / current_mappings_table
0143C2,shield2,
0143CD,shield1,
0143D7,shield3,
0143EC,shield4,
014401,stars1,
014416,stars2,
01442B,stars3,
014440,stars4,
014456,Ani_Vanish,
014458,vanish,
01446C,Map_Vanish,Map_Vanish_internal / current_mappings_table
01447C,flash1,
01448C,flash2,
01449C,flash3,
0144B6,sparkle1,
0144E4,sparkle2,
01453F,sparkle3,
014595,sparkle4,
0145C4,Ani_Splash,
0145C6,splash,
0145CC,Map_Splash,Map_Splash_internal / current_mappings_table
0145D2,splash1,
0145DD,splash2,
0145E8,splash3,
0145EE,Sonic_AnglePos,
014602,loc_14602,
01461E,loc_1461E,
014624,loc_14624,
01462C,loc_1462C,
014630,loc_14630,
0146BE,locret_146BE,
0146C0,loc_146C0,
0146C6,loc_146C6,
0146CC,loc_146CC,
0146E6,locret_146E6,
01470A,locret_1470A,
014750,Sonic_Angle,
01475E,loc_1475E,
01476A,loc_1476A,
01477C,Sonic_WalkVertR,
0147F0,locret_147F0,
0147F2,loc_147F2,
0147F8,loc_147F8,
0147FE,loc_147FE,
014818,Sonic_WalkCeiling,
014892,locret_14892,
014894,loc_14894,
01489A,loc_1489A,
0148A0,loc_148A0,
0148BA,Sonic_WalkVertL,
014934,locret_14934,
014936,loc_14936,
01493C,loc_1493C,
014942,loc_14942,
01495C,input,output / FindNearestTile
014996,blanktile,
01499A,specialtile,
0149B2,treatasnormal,
0149CE,input,output / FindFloor
0149DE,isblank,
0149EC,issolid,
014A12,noflip,
014A22,noflip2,
014A3E,noflip3,
014A5A,negfloor,
014A66,maxfloor,
014A74,FindFloor2,
014A86,isblank2,
014A94,issolid,
014ABA,noflip,
014ACA,noflip2,
014AE6,noflip3,
014AFC,negfloor,
014B0C,FindWall,
014B1E,loc_14B1E,
014B2C,loc_14B2C,
014B5A,loc_14B5A,
014B62,loc_14B62,
014B7E,loc_14B7E,
014B9A,loc_14B9A,
014BA6,loc_14BA6,
014BB4,FindWall2,
014BC6,loc_14BC6,
014BD4,loc_14BD4,
014C02,loc_14C02,
014C0A,loc_14C0A,
014C26,loc_14C26,
014C3C,loc_14C3C,
014C4C,ConvertCollisionArray,
014C5E,blockLoop,
014C64,columnLoop,
014C6A,rowLoop,
014CA2,convertArray,
014CA6,processLoop,
014CB2,processColumnLoop1,
014CB8,pixelNotSolid1,
014CBE,topPixelSolid,
014CC4,processColumnLoop2,
014CCA,pixelNotSolid2,
014CD0,entireColumnSolid,
014CD4,noCollision,
014CD6,columnProcessed,
014CDE,Sonic_WalkSpeed,
014D14,loc_14D14,
014D1A,loc_14D1A,
014D20,loc_14D20,
014D24,loc_14D24,
014D3C,loc_14D3C,
014D48,sub_14D48,
014D70,Sonic_HitFloor,
014DD0,loc_14DD0,
014DDE,loc_14DDE,
014DE6,locret_14DE6,
014DF0,loc_14DF0,
014E0A,loc_14E0A,
014E16,locret_14E16,
014E18,input,output / ObjFloorDist
014E1C,ObjFloorDist2,
014E4E,locret_14E4E,
014E50,sub_14E50,
014EB4,sub_14EB4,
014EBC,loc_14EBC,
014EDA,ObjHitWallRight,
014F06,locret_14F06,
014F08,Sonic_DontRunOnWalls,
014F7C,loc_14F7C,
014F9E,ObjHitCeiling,
014FD4,locret_14FD4,
014FD6,loc_14FD6,
015042,Sonic_HitWall,
01504A,loc_1504A,
01506C,ObjHitWallLeft,
015074,bug,this / one
015098,locret_15098,
01509A,Junction,
0150A8,Jun_Index,
0150B0,Jun_Main,
0150BC,repeat,
0150E4,makeitem,
0150FE,fail,
015120,Jun_Action,
01515A,isleft,
0151B4,Jun_Display,
0151B8,Jun_Release,
0151C8,release,
0151F0,isdown,
0151F8,dontrelease,
015200,Jun_ChkSwitch,
015224,unpressed,
015228,animate,
015246,nochange,
015248,Jun_ChgPos,
015272,data,
015292,Map_Jun,Map_Jun_internal / current_mappings_table
0152B4,gap0,
0152D3,gap1,
0152F2,gap2,
015311,gap3,
015330,gap4,
01534F,gap5,
01536E,gap6,
01538D,gap7,
0153AC,gap8,
0153CB,gap9,
0153EA,gapA,
015409,gapB,
015428,gapC,
015447,gapD,
015466,gapE,
015485,gapF,
0154A4,circle,
0154E2,RunningDisc,
0154F0,Disc_Index,
0154F4,Disc_Main,
015546,typeis0,
015564,Disc_Action,
015570,Disc_MoveSonic,
0155A8,loc_155A8,detach
0155B6,locret_155B6,return
0155B8,loc_155B8,attach
0155D0,loc_155D0,
0155E2,loc_155E2,
0155FA,loc_155FA,
015606,locret_15606,
015608,loc_15608,
015616,loc_15616,
015622,locret_15622,
015624,Disc_MoveSpot,
01565E,Disc_ChkDel,
015680,delete,
015686,Map_Disc,Map_Disc_internal / current_mappings_table
015688,spot,
01568E,Conveyor,
01569C,Conv_Index,
0156A0,Conv_Main,
0156BA,typeis0,
0156CA,Conv_Action,
0156EA,delete,
0156F0,movesonic,
01572E,notonconveyor,
015730,SpinPlatform,
01573E,Spin_Index,
015744,Spin_Main,
0157C2,Spin_Trapdoor,
0157E4,animate,
01580E,notsolid,
01582A,display,
01582E,Spin_Spinner,
01583E,delay,
01585A,animate,
015884,notsolid2,
0158A0,display,
0158A4,Ani_Spin,
0158AC,trapopen,
0158B2,trapclose,
0158B8,spin1,
0158CC,spin2,
0158E0,Map_Trap,Map_Trap_internal / current_mappings_table
0158E6,closed,
0158FB,half,
015924,open,
01593A,Map_Spin,Map_Spin_internal / current_mappings_table
015944,flat,
01594F,spin1,
01595A,spin2,
015965,spin3,
015970,spin4,
01597C,Saws,
01598A,Saw_Index,
01598E,Saw_Main,
0159CC,Saw_Action,
015A02,delete,
015A08,index,
015A12,type00,
015A14,type01,
015A2A,noflip01,
015A46,sameframe01,
015A60,nosound01,
015A62,type02,
015A7A,noflip02,
015A96,sameframe02,
015AB0,nosound02,
015AB2,type03,
015B02,nosaw03x,
015B04,nosaw03y,
015B06,here03,
015B24,sameframe03,
015B26,type04,
015B74,nosaw04x,
015B76,nosaw04y,
015B78,here04,
015B96,sameframe04,
015B98,Map_Saw,Map_Saw_internal / current_mappings_table
015BA0,pizzacutter1,
015BC4,pizzacutter2,
015BE8,groundsaw1,
015BFD,groundsaw2,
015C12,ScrapStomp,
